"C_ID","C_TotalVoluntarySuperContribution","C_Age","C_Education","C_Gender","C_MonthlyIncome","C_HomeOwnershipStatus","C_RelationshipStatus","C_NumberofDependants","C_EmploymentType","C_SalarySacrifice","C_FinancialLiteracy","C_PersonalFinancialAdvice","App_SatisfactionRating","App_Tenure","App_AverageDailySessionTime","App_ShowTutorial"
"cbe6cc7a-f6e0-4713-8ee7-d95cd016ca8e",2353,48,"B","F",11763,"Y","S",1,"P","N","M","Y","H",13,43,"Y"
"cf2be01f-8619-4ec6-949f-952126fc068f",1725,47,"H","F",8624,"Y","S",1,"P","N","M","Y","H",23,13,"Y"
"93dfa061-c697-46a8-a057-33041e298a2a",588,26,"B","M",2942,"N","M",3,"P","Y","L","N","L",23,39,"N"
"f11f9741-215f-47a6-80fb-1e929c80817c",271,25,"D","M",2707,"Y","S",1,"C","Y","L","N","L",28,30,"N"
"281dd61f-f8b6-4afb-a105-3bda1d5a156a",500,40,"B","F",8002,"Y","O",0,"C","N","L","N","L",29,25,"N"
"94589b67-9bfa-4810-9647-b45e2df9bc1a",1581,56,"D","F",9212,"Y","O",2,"C","Y","M","N","L",5,56,"N"
"f595edda-15a4-4445-8fea-898e96116dc4",45,40,"H","M",12647,"Y","S",1,"C","N","M","Y","H",6,39,"N"
"f52630e2-ba23-4577-91e3-086a732fb683",2454,51,"D","M",12271,"Y","O",8,"P","N","M","Y","H",18,59,"Y"
"378fc109-eb15-4b48-b065-0e43e000ba5a",322,21,"H","F",3216,"N","O",8,"P","Y","L","N","L",16,29,"N"
"ad082cfb-5291-4c60-8ad8-6b05408433c4",2533,44,"B","F",12664,"Y","S",1,"P","Y","H","Y","L",8,25,"Y"
"1e03ca0e-6879-4ad6-aa6e-27ea5611804d",67,55,"D","M",4488,"Y","S",4,"C","N","L","Y","L",6,20,"N"
"b520fdca-3b5f-42ac-8d6d-6d200e799233",51,47,"P","F",8583,"Y","O",2,"P","N","L","Y","H",13,4,"N"
"bccf0eb4-f469-4998-af04-5f53b5efc959",1767,41,"H","F",8837,"Y","M",7,"P","N","H","Y","H",13,29,"Y"
"ea6acf23-da27-4202-8870-2be10a2cb99a",2838,47,"B","M",14190,"Y","M",0,"P","Y","H","Y","H",22,18,"Y"
"e79ac34f-a90b-49ce-ae1f-db46770a593f",771,31,"H","F",3856,"Y","M",7,"C","N","L","N","H",14,44,"N"
"88e6f47c-1163-42bd-a42d-daf8f567ebba",3078,48,"P","M",15390,"Y","M",5,"P","Y","H","Y","H",20,58,"Y"
"8f3d7816-69cf-487e-9d3e-4e96710dd103",3070,60,"B","F",15349,"Y","M",4,"C","Y","H","Y","H",23,24,"Y"
"8ff57ee2-ef6f-45f6-96f4-28302db77832",1063,45,"B","F",15267,"Y","M",8,"C","Y","M","N","L",12,35,"N"
"1a15ca0d-95d7-4bce-86f4-2ff5eef2f12a",461,40,"D","F",4222,"Y","S",1,"C","N","L","N","L",2,25,"N"
"1b21bd0c-c96e-4519-ba2f-3b915acaab75",1225,52,"D","F",6162,"Y","S",1,"C","N","M","N","L",24,4,"N"
"5782d0ef-d6ac-40df-80a4-74e1807ffef0",231,24,"M","M",3963,"N","S",6,"P","N","L","N","L",8,60,"N"
"b69a64a0-507b-4099-9f3f-7a6d47932aac",2001,47,"P","F",10006,"Y","M",7,"C","N","H","Y","H",28,55,"Y"
"ad0a604b-b7ef-4b56-8a8b-cb295e8a2190",642,24,"M","M",6419,"N","M",1,"P","N","M","Y","H",23,44,"N"
"fa444aa0-1e52-49ca-99e5-691d45621779",579,37,"D","F",2893,"N","O",3,"C","N","M","N","H",29,10,"N"
"2499192b-62f3-495a-a537-a0a34b72ab0c",1247,47,"D","F",6237,"Y","M",3,"P","N","M","N","L",16,49,"N"
"1e30ba25-d04d-4c41-be9e-3ce1e7441c19",1197,60,"H","M",5985,"Y","S",1,"P","N","M","Y","L",26,34,"N"
"f4da7152-39f3-4ee0-8c65-426c1d231450",2627,54,"B","F",13137,"N","S",1,"P","Y","H","Y","H",30,60,"Y"
"1872ef1f-75a1-4690-9a13-79ed6fab6d31",490,40,"M","F",8328,"Y","S",1,"C","N","L","N","L",19,40,"N"
"3d1581dd-4075-4317-90e7-78e43c37f5e6",223,26,"M","M",3155,"N","O",2,"C","Y","L","N","L",26,8,"N"
"322d2c6b-f6ef-491c-8128-0ca2f1cea99c",3497,57,"H","M",17486,"Y","S",1,"P","Y","H","Y","H",22,21,"Y"
"68162182-281f-4bc7-baca-2bb576d9565a",2399,48,"H","F",11993,"Y","S",1,"P","Y","H","Y","H",14,27,"Y"
"22f6d2e1-1110-4aa5-9956-c1efbb7a5fbd",47,24,"D","M",3595,"Y","O",5,"C","N","L","Y","L",11,22,"N"
"e224a13c-ef9a-40b7-b181-435ec968af76",486,24,"B","F",6702,"Y","S",1,"C","Y","M","Y","L",12,52,"N"
"0fe92ec1-b68a-49e6-8b26-aa8b2b3fa69f",123,24,"M","F",4660,"Y","O",6,"C","N","L","N","L",26,11,"N"
"6ab03d10-d1bc-42f6-a67d-29a221230269",414,39,"B","M",6589,"N","S",1,"P","N","L","N","L",18,2,"N"
"bb81b9fb-41bc-4069-a4f4-941c6e623307",994,30,"B","F",7341,"N","S",1,"P","Y","H","Y","H",6,32,"N"
"77ed2d05-d69b-42bd-84e2-7b7e251825bc",465,38,"D","F",6384,"N","S",2,"P","Y","L","N","L",20,18,"N"
"cab4488d-b52f-425c-9c53-582000bcbbb0",525,29,"D","M",3839,"N","O",0,"C","Y","L","N","L",7,55,"N"
"02e5dbb8-d0f5-4305-854f-eaba5d284d9a",347,21,"D","F",3463,"Y","O",4,"C","N","M","N","L",8,44,"N"
"7fb919fe-bf5e-473f-940e-b5da9bb230bc",767,40,"B","F",12295,"Y","O",3,"C","Y","L","N","L",14,9,"N"
"7e26a155-b50a-43bd-ae77-fdb2c7e011dc",660,30,"B","M",6050,"N","M",3,"C","Y","L","N","L",28,17,"N"
"316fd0c9-ae0b-46b5-96e6-1bbd7368a6f6",251,23,"B","M",2756,"N","S",1,"C","N","L","N","L",10,8,"N"
"b2a1cb28-41c5-40c4-8c72-81fb167748e7",2440,49,"M","M",12198,"Y","S",1,"C","Y","H","Y","L",4,18,"Y"
"40f509a5-dc08-4cba-a4f0-573654b060b0",241,29,"B","F",3521,"N","S",1,"P","Y","L","N","L",20,27,"N"
"af8becdd-00ab-4c75-afda-d684a6b38539",34,51,"P","M",15938,"Y","S",8,"P","N","L","Y","H",29,13,"N"
"e19d3335-49bf-4bba-b771-b83c1a0f19a7",2513,53,"B","F",12565,"N","O",1,"P","Y","M","Y","H",2,53,"Y"
"dc47e054-3548-43c8-b26d-4acf3715fe23",364,21,"M","M",3642,"Y","M",3,"C","Y","L","N","L",2,19,"N"
"abdcc9ba-655a-46c3-ae72-9152bec58878",2175,42,"B","F",10875,"Y","S",1,"C","Y","H","Y","H",26,4,"Y"
"7c700c4f-bb93-4b85-96d0-e3c0cbf3a654",3020,57,"B","F",15101,"Y","O",7,"C","Y","H","Y","H",2,32,"Y"
"3056995e-ae96-47a3-a73f-54dc12da207e",118,21,"B","F",3114,"N","O",8,"C","N","L","N","L",3,36,"N"
"58013982-5f9e-4319-9672-4b8fa185f730",3062,57,"D","F",15308,"Y","O",4,"P","Y","H","Y","H",14,18,"Y"
"60a4a846-fa87-48a1-8c22-b743c62d1c5f",149,21,"H","M",3932,"N","S",1,"P","N","L","N","L",11,53,"N"
"b02d0ae1-6db2-4f27-ba6c-61a36286bef4",3331,48,"P","F",16656,"Y","O",4,"P","Y","H","Y","L",3,6,"Y"
"fa8bd641-f6ae-4afd-8eb2-a2c924e62694",1702,48,"H","M",8511,"N","O",0,"P","Y","M","Y","H",9,0,"Y"
"8f480154-f81e-4982-a70b-a97deba0b911",86,28,"D","F",4238,"N","S",1,"P","N","L","N","L",28,22,"N"
"0c42c22c-3a77-4a07-8af9-551d6bdd3203",294,21,"D","M",4363,"Y","M",3,"C","N","L","N","L",30,29,"N"
"6902acba-067a-4f56-adee-599aede6674b",1884,56,"H","F",9418,"Y","S",1,"C","Y","H","N","H",27,45,"Y"
"910e72a7-7937-4f8e-b2cd-2871f539a964",422,36,"D","F",5709,"N","S",6,"C","Y","L","N","L",27,51,"N"
"c8b7b89c-efc8-4e10-a20e-be2fda3e59de",588,26,"H","F",4159,"N","S",1,"C","Y","L","N","L",14,27,"N"
"b9a13168-1188-45fe-ba2b-aaa1a4ff7f21",3160,43,"P","F",15799,"Y","M",5,"C","Y","M","Y","H",14,4,"Y"
"b29828a3-7bc9-4c0d-bce7-1776a155805b",669,34,"D","F",5121,"N","S",1,"P","N","L","N","H",11,9,"N"
"bae29fc5-da90-464c-8228-c3f3bef1352a",919,36,"H","F",7153,"N","S",1,"P","Y","L","Y","L",30,13,"N"
"34d51cbc-5144-4c2d-a754-f78b26650e58",454,38,"B","F",7179,"N","O",5,"C","Y","L","N","L",27,43,"N"
"8b0360d3-4c3a-4e02-a554-1451785345dc",2375,59,"D","M",11874,"Y","O",3,"P","Y","H","Y","H",10,22,"Y"
"c71d0c2d-d1db-431c-997e-3e1118f12fdf",3328,49,"H","M",16642,"Y","M",0,"P","Y","H","Y","H",8,23,"Y"
"938350a2-db35-48af-8b38-dd84d6758d8f",437,33,"B","F",5764,"N","S",0,"P","Y","L","N","L",13,39,"N"
"7b9d1d1f-7288-45cf-876a-c8db32380cf4",222,24,"P","M",6127,"N","S",1,"C","N","L","N","L",3,10,"N"
"a16385d2-213e-46b5-b79a-71a54ffe2dde",1790,46,"B","F",9923,"Y","S",1,"P","Y","M","N","L",5,5,"N"
"df16aeef-98e4-4b8e-8e7d-c1afac2c2cc2",3084,42,"B","F",15418,"N","O",7,"P","N","H","Y","H",15,27,"Y"
"a061f310-308d-40cf-ad45-b3f861324337",57,26,"B","M",4160,"N","S",5,"P","N","L","N","L",11,60,"N"
"f6369c3c-53c0-43aa-a6be-8a68796d6e05",1093,38,"H","F",6713,"Y","M",5,"C","N","M","Y","H",14,57,"N"
"99f01b93-3f30-4f43-acdc-15e266461cab",2406,42,"B","F",13020,"Y","S",1,"P","N","H","N","H",17,54,"Y"
"b184574a-124e-420a-867f-85835a9ac289",1143,38,"M","F",7848,"N","M",0,"P","Y","M","Y","H",17,45,"N"
"d85d7839-9d0b-4f48-a05d-92fc0577120d",308,20,"M","F",3477,"N","M",1,"C","Y","L","N","L",23,51,"N"
"1e51bee7-3d73-4472-9437-ed8171cd4bad",774,45,"P","M",6103,"Y","M",0,"C","N","L","N","L",9,15,"N"
"d5bf4792-4390-4daa-aad4-d22d60abf55c",66,57,"H","M",10675,"Y","S",1,"C","N","M","Y","H",22,18,"N"
"3584b63f-2dd3-4348-a88d-c729e8a7b6fb",3233,55,"B","M",16164,"Y","M",8,"P","N","H","Y","H",18,10,"Y"
"1e70d0b7-37fd-4de2-928e-76d6ddaf9db7",1255,55,"D","F",6275,"Y","O",0,"P","N","M","Y","L",18,4,"N"
"4d7f44f7-ce88-4d47-a13b-b11390ca5e69",3253,50,"P","M",16263,"Y","O",8,"P","Y","H","Y","H",25,31,"Y"
"056ec299-5aef-4500-8d0f-d00dec2241ad",216,30,"B","M",4249,"Y","O",5,"C","N","M","N","L",16,29,"N"
"cf0dffc2-bf1f-4293-843f-84df08b55e08",586,27,"M","M",4192,"N","O",6,"C","Y","L","N","L",19,21,"N"
"fbac88ae-9a63-4076-958a-2a92a55d480a",1277,54,"M","F",6387,"Y","M",4,"P","N","M","Y","H",8,39,"Y"
"418e3207-ce2a-4086-bd1e-55498f8f87fd",405,31,"P","M",6036,"N","O",4,"C","Y","L","N","L",11,36,"N"
"5977a613-b2b7-4ec4-8092-8b2e94eca966",458,38,"P","F",7233,"N","O",8,"C","N","L","N","L",5,34,"N"
"2835beba-a648-481c-8333-3802b7c2642b",360,45,"M","F",5952,"Y","S",1,"C","N","L","N","L",14,47,"N"
"51551e77-5636-4e01-8366-efe9e41bb60e",2009,56,"M","F",10043,"Y","S",1,"C","Y","H","Y","H",26,9,"Y"
"c947cdf2-7548-4c73-bf9a-2fc5cdecd9e8",43,24,"M","F",4219,"N","O",3,"C","N","L","N","H",6,55,"N"
"52514fd0-49c3-43db-821e-8f2e5465c23a",451,33,"B","F",5951,"N","S",7,"P","N","L","N","L",9,42,"N"
"5e62f98b-168e-48e7-aafd-48cd2e1507a5",418,34,"M","F",6408,"N","O",6,"P","N","L","N","L",22,26,"N"
"7d618fb4-e22f-43b5-8840-765ff391e688",323,26,"B","F",3977,"N","S",1,"C","Y","L","N","L",28,9,"N"
"1e9779e6-2c01-43e4-87e3-50ceaa9a80b0",1713,60,"M","F",12503,"Y","O",2,"P","N","M","Y","L",5,46,"N"
"fe0ee6b4-bd2f-4bd5-b64f-70eaac709274",1568,47,"M","M",7840,"Y","S",1,"P","Y","M","Y","H",22,25,"Y"
"e1b4adc2-2456-47ac-9e0f-15dd39a5c117",2967,56,"P","M",14836,"Y","M",3,"P","Y","M","Y","H",5,3,"Y"
"2abcbd28-c862-44ad-87e7-6517516d75d6",511,42,"M","M",8293,"N","O",7,"C","N","L","N","L",28,24,"N"
"50c12784-7202-472b-9b8d-5c03ed85469e",213,23,"M","M",3590,"N","S",6,"P","N","L","N","L",26,32,"N"
"d7b0c043-dd78-40f9-9221-863e795012a7",3238,57,"P","M",16190,"Y","O",5,"P","Y","H","Y","H",5,25,"Y"
"ecb7cb2e-ed24-47a2-a6a1-34d1504ddc23",2435,48,"P","F",12176,"N","S",1,"P","N","M","Y","H",25,33,"Y"
"4cdb31bd-f2bf-450a-9880-29419a64fd65",443,37,"B","F",6942,"N","O",2,"P","N","L","N","L",2,32,"N"
"e24b1694-27c1-4e67-9336-6b38aaeb9483",902,31,"M","F",5848,"Y","M",5,"C","N","L","N","L",14,9,"N"
"19ef0548-74c3-4366-b364-e2412df16a03",68,50,"D","M",5929,"Y","S",1,"C","N","L","Y","L",23,29,"N"
"9a5e8fab-6d14-4242-8333-c7c65e027630",2402,49,"B","M",13535,"Y","S",1,"C","Y","H","N","H",5,50,"Y"
"44460185-648a-4104-b869-7efcd4803a21",80,33,"B","M",4941,"N","S",4,"C","N","L","N","L",13,17,"N"
"f11dd46f-a7bf-4a36-8cbd-ac84ae52fec9",668,37,"B","F",3667,"Y","O",6,"C","Y","M","N","H",16,55,"N"
"c2ddecee-83a8-42a7-92b7-7fc213e64f61",3013,56,"P","M",15066,"Y","S",1,"C","Y","M","Y","L",7,10,"Y"
"a6d35b93-2455-4d96-9100-aff16b09d79d",1096,30,"B","M",5482,"N","M",5,"C","Y","M","N","H",16,16,"N"
"27b950e2-f10e-4645-a17b-8a9843cfd474",1595,54,"H","F",7975,"N","M",6,"P","N","H","N","H",30,55,"N"
"d28905bc-569c-42b1-bf1d-ac4946a0d278",2524,60,"M","M",12622,"Y","M",6,"P","Y","M","Y","H",15,58,"Y"
"88063dae-f8e9-4ed1-a329-752fdc7afa31",947,44,"M","M",15555,"Y","O",8,"C","N","L","N","L",23,25,"N"
"0ed57a3c-d719-42e0-a978-dea2cc21a676",98,36,"H","F",6023,"Y","O",8,"C","N","L","N","L",27,43,"N"
"4fc2cf1d-bf75-4a21-a0cb-a6cea53a832b",2606,46,"D","F",13028,"Y","O",6,"C","Y","H","Y","H",11,27,"Y"
"7382685b-9766-412c-ac1e-8bbe52938075",20,24,"B","F",4024,"N","S",6,"P","N","L","N","L",9,4,"N"
"546dbe29-8735-4109-afb9-b2efeebbcd56",2838,51,"D","F",14192,"Y","S",1,"P","Y","H","Y","H",17,6,"Y"
"01ae39c6-0317-4c77-995a-34eea5924998",40,33,"H","F",4747,"N","S",8,"C","N","M","N","L",20,3,"N"
"b9966446-7208-4f72-a95b-99367861b339",1470,34,"P","M",7350,"N","M",6,"P","Y","L","Y","H",5,13,"N"
"a90f6e10-9dac-4e71-9c34-9ff7f6a39219",2755,56,"B","M",13774,"Y","O",7,"P","Y","H","Y","H",23,27,"Y"
"f11528b3-e8f0-46c5-8f10-5804e12c972e",923,33,"P","F",5489,"N","O",4,"C","Y","M","Y","L",11,58,"N"
"188f6636-201b-4bb4-9c24-ee3d3a68edb9",2272,60,"M","F",11361,"N","O",5,"P","N","H","N","H",5,16,"N"
"de38fddb-5065-4261-a322-e0991620ffb7",57,56,"D","M",10670,"Y","S",1,"C","N","M","Y","H",27,5,"N"
"baa4799b-d6fb-447e-9ed2-3ba889298cdf",246,25,"P","M",3434,"N","S",1,"P","Y","L","N","L",23,4,"N"
"9cb2eade-411f-4be2-b524-12cc35d7afce",341,21,"B","M",3407,"N","M",4,"C","Y","L","N","L",17,36,"N"
"7b0eb485-884e-4f50-a4f2-9622d562213b",260,29,"P","M",3805,"N","S",1,"C","Y","L","N","L",23,36,"N"
"3798865f-e702-4c4e-9645-37b4ee5cc6b2",2700,54,"P","M",13498,"Y","O",2,"P","N","H","Y","H",20,1,"Y"
"8e9789e7-4cbd-4320-ba18-5363d06d0cb2",1923,54,"B","M",9614,"Y","O",0,"P","N","H","Y","H",22,21,"Y"
"52229b2c-abb7-4142-8198-a01457aece01",2993,58,"D","F",14963,"Y","S",1,"P","Y","H","Y","H",19,57,"Y"
"5d7f7769-8b0d-4c57-a234-e19e98a0f84e",146,22,"D","M",3925,"N","O",4,"P","N","L","N","L",6,40,"N"
"eef24b21-f0da-4838-8a6f-b945d0a5ca68",1403,44,"M","M",7013,"N","M",3,"P","N","M","Y","H",20,18,"Y"
"848f050e-eb71-4efc-a9b3-ee8e4b9371e6",475,38,"H","F",7504,"N","O",8,"C","Y","L","N","L",19,30,"N"
"b89c9f4b-c3c6-4286-b17c-cd6d4c734cc8",295,21,"H","F",3896,"N","O",3,"P","Y","L","N","L",9,45,"N"
"07eceb46-0af3-426e-a63f-d5c1155f62e3",1375,57,"D","M",6876,"Y","S",1,"P","N","L","Y","L",28,43,"N"
"9c915a3e-7407-44e1-a87e-d716208e834a",2787,44,"B","M",13937,"Y","M",7,"C","N","H","Y","H",8,14,"Y"
"ccbf5cbf-b4b3-4f06-8096-f12011bb8509",1014,38,"H","M",5069,"N","M",1,"C","N","L","N","L",29,53,"N"
"394a2b7f-0eea-4e06-8c25-7065ac601988",85,40,"H","F",9075,"N","S",1,"P","N","L","N","L",30,32,"N"
"397b7544-2e86-42ee-9136-d756ee2b44b5",289,26,"M","F",4087,"N","O",3,"P","Y","L","N","L",7,16,"N"
"ed9a56e0-bb62-41e6-8175-d6812feafc93",314,28,"P","M",1571,"N","S",1,"C","Y","L","N","H",14,0,"N"
"77ef873e-8ae1-4bf8-92bd-972502567004",1818,55,"H","F",9092,"Y","S",1,"C","N","H","Y","H",29,46,"Y"
"679c90a2-7057-4d7e-9268-6a1c4212da3b",322,36,"D","F",5008,"N","O",6,"P","N","L","N","L",10,36,"N"
"698d3d7a-72d8-47c3-a155-7db44e09c55a",150,25,"H","F",4190,"N","O",1,"P","N","L","N","L",7,43,"N"
"ae150e4c-33f7-4226-93bc-44da1dec0abc",3005,55,"M","F",15025,"Y","M",5,"P","Y","H","Y","H",21,57,"Y"
"efa4eadc-819c-4053-bdf1-740f283c8267",967,39,"D","F",6099,"N","S",1,"C","Y","M","Y","L",8,56,"N"
"990b441f-bf9c-4d62-b027-a9b4dca8fa41",360,31,"B","F",5373,"N","S",1,"P","Y","L","N","L",11,46,"N"
"1920b68a-f7f0-4479-a46c-f0be67394124",353,26,"B","M",5337,"Y","S",2,"C","N","L","N","L",27,19,"N"
"d8014b45-6a26-4c2a-af16-68cf2d5751f3",238,25,"P","F",3318,"N","S",1,"C","N","L","N","L",20,18,"N"
"1677cec4-8bf3-4dbb-97d6-11fce46c37ef",378,40,"B","F",6180,"Y","S",1,"C","N","L","N","L",25,39,"N"
"bc27b2b3-6e6d-4436-8930-ea1e11da8cb7",3092,54,"P","M",15462,"Y","M",1,"C","N","L","Y","H",9,24,"Y"
"9624e455-fbc9-4357-88a9-77f5d83adb1c",454,39,"D","F",7231,"N","S",1,"C","Y","L","N","L",8,18,"N"
"2b27530a-e09c-4b0c-af22-4f4af11a819e",610,41,"P","F",8540,"N","M",8,"C","N","L","N","L",17,48,"N"
"2d9ec58d-bcc1-4bc8-94bb-f2cff461befe",1761,54,"D","M",8805,"Y","S",1,"P","N","H","Y","H",18,18,"Y"
"c33e36ba-8fbb-46cb-91ac-a6c0d620e64e",571,27,"P","F",4088,"N","S",1,"P","N","M","N","H",24,60,"N"
"45fd7b46-51b6-4e0a-b24c-d1d3de8ce27f",2942,47,"D","M",14708,"Y","O",7,"P","Y","H","Y","H",29,36,"Y"
"dd578043-7b73-4fb8-89e7-32aa2669da72",1078,39,"H","M",5391,"N","M",0,"C","Y","L","N","L",5,51,"N"
"37c2a08a-725e-4639-ad71-cbad0ed81d4b",203,26,"B","M",2872,"N","O",8,"C","Y","L","N","L",12,51,"N"
"16e00371-6945-4893-9d22-fad8a880baf7",222,41,"H","M",4316,"Y","O",1,"C","N","L","N","L",11,5,"N"
"e0aeb03f-5e1e-48e6-9351-8300a49a3097",1505,39,"H","M",7527,"N","M",0,"P","Y","M","Y","L",29,2,"N"
"edaac9bf-d22d-49f6-a9d6-fddfbc9c5503",868,30,"P","F",4338,"Y","M",4,"C","Y","M","N","L",24,37,"N"
"7082d805-e6a8-43e4-ba79-53f73bd7033b",2341,53,"M","M",11704,"Y","O",0,"C","Y","H","Y","H",5,28,"Y"
"57263211-9181-436c-8156-58e9d337bd8b",123,23,"D","F",3346,"N","O",7,"C","N","L","N","L",10,23,"N"
"9015117d-88b9-4d8f-940a-d2faf26db1ce",952,40,"B","F",13258,"Y","M",8,"C","N","L","N","L",8,40,"N"
"c1dc9584-76a0-48f6-ab4b-c5311fd04866",2778,57,"M","M",13888,"Y","S",1,"C","Y","H","Y","L",24,51,"Y"
"70f0dd10-b123-4228-8d19-2947fcacd5bf",2438,60,"H","F",12191,"Y","M",4,"C","N","H","Y","H",14,50,"Y"
"376c052a-9067-4a93-89c1-e8cb2bc9401c",2800,50,"M","M",14000,"Y","O",8,"C","N","H","Y","H",10,36,"Y"
"780cbff8-d75e-4056-92a3-048219bfe6cc",1722,50,"P","F",8612,"Y","M",7,"C","Y","H","Y","H",16,49,"Y"
"cf8829ff-f635-4f54-afc0-c7d6a183df04",332,25,"H","F",4034,"N","M",3,"C","N","L","N","L",6,40,"N"
"3960a133-56b8-4b33-b55c-c8cd9417b844",57,26,"M","F",4055,"N","O",5,"C","N","L","N","L",15,32,"N"
"327c99ef-2287-4cb1-97cc-9fe23c8fbdb1",2784,60,"B","F",13920,"Y","O",6,"P","Y","H","Y","H",6,47,"Y"
"87c0a238-61eb-4845-beaf-bdc1ddfd9642",2380,49,"B","M",11901,"Y","S",1,"P","Y","H","Y","H",7,26,"Y"
"a9772006-fb86-4d05-b144-bdfc7e90e8a0",49,58,"B","M",15377,"Y","O",4,"C","N","L","N","H",24,4,"N"
"af5566c4-89cb-482c-9584-e2f629fd7012",1984,52,"P","F",9919,"Y","M",1,"P","N","H","Y","H",13,54,"Y"
"e54ed407-60ec-43fd-a07f-65a745900861",793,35,"P","F",4580,"N","S",1,"C","Y","L","N","H",3,39,"N"
"2cec6ca9-40db-4a34-beef-7b4dac32f5eb",889,41,"D","F",14343,"N","O",8,"C","N","L","N","L",16,34,"N"
"005fd36b-14a4-4df3-9b70-f6a5eb9c8e46",676,26,"H","F",5256,"N","S",1,"C","N","M","N","L",24,16,"N"
"8de0575a-5d4f-4c54-ae50-0a04fa428c58",2505,60,"B","M",12523,"Y","M",6,"P","N","H","Y","H",4,59,"Y"
"b000eae9-84ad-493a-b0bc-042da0ee3187",60,51,"M","M",11888,"Y","S",1,"P","N","L","Y","L",14,20,"N"
"36e3d828-f043-4bcc-a59d-c27dc21d605f",409,31,"H","M",6098,"N","S",1,"C","Y","L","N","L",18,5,"N"
"041689d0-64e6-4743-819b-1eacccc383b8",959,48,"H","F",4797,"Y","O",6,"P","N","M","N","L",15,10,"N"
"9700ded1-3621-4121-8f2f-2b53d900cc23",492,34,"D","F",6554,"N","S",0,"C","Y","L","N","L",12,41,"N"
"48594085-25c5-44a0-9ef7-718fe1edf6a8",2042,59,"H","F",10208,"Y","M",6,"C","Y","H","Y","H",22,2,"Y"
"9c1585cf-1daf-4784-84d5-ec222063c4a5",204,21,"H","M",2697,"N","S",1,"P","Y","L","N","L",13,31,"N"
"1faa77df-5d1a-4f98-8d41-6d5bffb02bff",884,57,"B","F",4420,"N","M",3,"P","N","H","Y","H",24,51,"N"
"7c6e974f-376d-451f-9ff2-5196702d73f0",726,44,"B","M",11935,"Y","S",1,"C","Y","L","N","L",18,36,"N"
"1f9f862c-c75d-4d70-b7e2-e4bcbec60928",361,37,"B","F",4193,"Y","S",4,"C","N","L","N","L",13,55,"N"
"ba7e437f-2a0c-43de-9b4c-7c9de95f2914",1258,35,"D","M",6291,"N","M",0,"C","N","H","N","H",28,23,"N"
"3f7d1646-3b42-4b3b-9065-f278a558bf5e",245,28,"B","F",3080,"N","S",4,"P","Y","L","N","L",10,14,"N"
"8197b981-0267-4fbe-a440-3783017d0d7f",1795,59,"B","F",8974,"Y","O",3,"C","Y","H","Y","H",27,20,"Y"
"6025f1fe-afe4-4324-8eec-f869ebd7e08b",29,21,"P","F",3683,"N","S",4,"P","N","L","N","L",5,18,"N"
"2684a9d9-1682-4e0c-af58-6d29db1aa165",185,20,"D","M",4199,"Y","O",5,"C","N","L","N","L",14,50,"N"
"65f5660c-1865-481e-9846-661c7276cb3a",2833,49,"P","F",14164,"Y","M",0,"C","Y","H","Y","H",8,59,"Y"
"4c81643c-247f-41ef-812a-297886ba3a51",142,20,"B","M",3693,"N","O",1,"P","N","L","N","L",9,60,"N"
"8ee1387b-01ef-43bf-89af-604a42ae6910",406,36,"D","M",6325,"N","O",5,"P","N","L","N","L",13,30,"N"
"f0b64301-6f2b-4ebb-be4c-62a217416cbd",1742,48,"H","M",8711,"N","O",2,"P","Y","M","Y","H",7,19,"Y"
"d7e32e37-cfee-44d5-aa69-3ba17e0d47fe",2757,56,"P","M",13786,"Y","M",6,"P","Y","M","Y","H",4,45,"Y"
"288d116d-a6a9-4034-84e1-b8e325261c28",89,49,"H","F",8281,"Y","S",0,"C","N","L","Y","L",20,53,"N"
"2ced9875-81df-4f97-b337-49ac307a6277",29,22,"B","M",3147,"N","S",1,"C","N","L","N","L",29,19,"N"
"19fffc1d-a02b-4d88-b8e9-efe47d4d9375",144,23,"B","F",3478,"Y","S",1,"C","N","L","Y","L",13,28,"N"
"a2bd4dc0-2dbe-4969-92cd-ae6457c6d4ec",285,21,"H","F",3280,"N","M",6,"C","N","L","N","H",4,55,"N"
"7e2e050a-b8e0-492b-a25b-4c9c7b3e0496",198,24,"B","M",3399,"N","S",2,"C","N","L","N","L",21,55,"N"
"7b4b1fb3-1892-4cab-885c-5cbe6714f6c3",118,23,"D","F",3200,"N","S",1,"P","Y","L","N","L",2,33,"N"
"f7e2a952-ff91-4514-a1c7-a878d4523e89",48,58,"D","F",8054,"Y","S",1,"C","N","M","Y","H",28,47,"N"
"103e0d28-af68-4b22-890e-25d7f5f92910",170,22,"D","F",3427,"Y","O",5,"C","N","L","N","L",21,37,"N"
"a9bc1b2e-9f34-4d81-86b6-bf1fef4cc6d8",2307,51,"B","F",11536,"Y","O",6,"C","Y","H","Y","H",5,57,"Y"
"dae86ad3-e8d4-47ee-a7dc-7277a7b6511c",2200,56,"H","M",11001,"Y","O",5,"P","Y","M","Y","H",26,19,"Y"
"55ae462f-fac7-46d7-85c3-0eaeb26b00d3",126,21,"B","F",2884,"N","S",5,"P","N","L","N","L",20,26,"N"
"d89adcbd-73c8-494d-b801-67bf7c04a39d",884,35,"H","F",5939,"N","M",4,"C","Y","L","N","L",16,48,"N"
